0;adding;
0;agrel framework;
0;alternate candidates;
0;approved methodologies;
0;bal;
0;basic emotions;
0;basic infrastructure;
0;basic principless;
0;batch mode;
0;behavior unfolds;
0;biologically detailed simulations;
0;biologically plausible alternative;
0;blstm-rnn;
0;border distortion;
0;bte hearing aids;
0;build;
0;capture properties;
0;case-by-case basis;
0;cedar captures;
0;coding scheme underlies;
0;coherent belief;
0;common interpretations;
0;competence profiles;
0;completely store;
0;complex behaviors;
0;confidence level;
0;connection strengths;
0;constrained variational calculus;
0;content;
0;coordinated rule acquisition;
0;current hypothesis;
0;current state-of-the-art;
0;daily living;
0;dealing;
0;decision making;
0;decisive role;
0;deterministic;
0;deterministic finite automaton;
0;developing preventative services;
0;dimensions;data dimensions
0;discrete;
0;distal;
0;document collections;
0;drastic consequences;
0;drivers eyes;
0;effective;
0;emotion generator;
0;emphasizing behavior emergence;
0;enables;
0;estimation;
0;evolving;
0;evolving capabilities;
0;example- decision-making;
0;experimental;
0;experimental comparison;
0;explicit domain knowledge;
0;feed-forward filter-banks;
0;fft convolutions;
0;fine tune;
0;finite automata;
0;firstly propose;
0;flight;
0;framework;analytic feature framework
0;generation;
0;good basis;
0;graphical illustrations;
0;group fused lasso;
0;group lasso;
0;group total variation;
0;groups;
0;gyrometer;
0;hamilton-jacobi-bellman equation;
0;hearing difficulties;
0;help ground;
0;heterogeneous;
0;huge number;
0;identifies crowd-sourced ideas;
0;imposing coherent decisions;
0;increasing occlusion;
0;inertial mem;
0;initial scaling;
0;initial work;
0;interval forecasting;
0;isolated handwritten digit;
0;knowledge transfer;
0;larger spatial scales;
0;learnt;
0;limited memory requirements;
0;linear acceleration;
0;load;electricity load prediction
0;local minima;
0;locality-sensitive hashing;
0;loneliness;
0;lower;
0;lubex construct valid;
0;massive experimentation;
0;mcp;
0;measure;
0;memory trace;
0;meteorological reanalyses bias;
0;method works;
0;nonlinear subunits;
0;normal behavior;
0;nutrient uptake;
0;on-site measurements;
0;original work;
0;package throughput;
0;pendulum;
0;phase response;
0;pixel outliers;
0;popular;
0;posteriori estimation;
0;power;island power systems
0;precise characterisation;
0;presented synchronization scheme;
0;probabilistic normalization;
0;recurrent;
0;reduced insight;
0;reducing uncertainties;
0;requires;
0;robust;
0;salient stimulus;
0;shift invariance;
0;shift invariant;
0;shift variant;
0;shift-invariant sparse coding;
0;simple linear fit;
0;simulated rotary encoder;
0;sisc outperforms;
0;site assessment;
0;smartphones;
0;social isolation;
0;software development;
0;software framework;
0;solution;alternative solution method
0;source;
0;sparsification;novel sparsification
0;spinnaker hardware;
0;stimulus arriving;
0;stronger distal;
0;study encodes;
0;subjective well-being;
0;super-turing potentialities;
0;supply chain;
0;synthesized dimension;
0;systematic evidence implying;
0;takes;proposed method takes
0;theoretical investigation;
0;time-energy tradeoff;
0;time-series forecasting;
0;total variation;
0;tough theoretical questions;
0;tuning properties;
0;type;
0;typically inferior;
0;variational foundations;
0;varying number;
0;view;
0;weight updates;
0;well-known effective;
0;well-known limitations;
0;well-known notion;
0;well-known timeseries benchmarks;
0;wellbeing;
0;western european;
0;wind energy project;
0;wind resource assessment;
0;work;original work
0;working;
0;working memories;
1;balancing operation;
1;balancing operations;
1;continuous-time quadratic optimization;
1;economic terms;
1;graph regularized nmf;
1;neural models operate;
1;optimal economic operation;
1;optimal operation;
1;optimal size;
1;parallel operating microcontrollers;
1;proximal operator;
1;proximal vs. proximal;
1;proximity graphs;
1;synapses proximal;
2;basic interactive;
2;embodied visual perception;
2;factors influence;
2;interactive two-level websom;
2;interactive visualization;
2;lateral interactions;
2;nonnegative matrix factorization;
2;reliable discrimination;
2;repelling interactions;
2;visual discrimination;
2;visual flow;
2;visual perception;
2;visual signals;
2;visualizing multidimensional data;
3;background noise;
3;biological neurons require;
3;coupled neuron oscillators;
3;drive spiking;
3;escape noise neuron;
3;model neurons;
3;motor neurons;
3;neurons firing;
3;preserving battery life;
3;readout neuron;
3;sensor neuron events;
3;simulated stepper motor;
3;spike;
3;spike timing;
3;spiking neural network;
3;spiking neurons;
3;target spikes;
3;three neuron groups;
4;analysis;
4;analysis features;
4;analysis tasks;
4;automated analysis;
4;extract components;
4;image analysis;
4;image semantic extraction;
4;infer semantic similarities;
4;lyapunov stability analysis;
4;lyapunov stability method;
4;semantics;
5;distributed data sets;
5;global feedback;
5;low-resolution test set;
5;retinal ganglion cells;
5;sets;distributed data sets
5;small set;
5;test set;
5;training;
5;training data;
5;training dbms;
5;training procedure;
5;training process;
5;training set;
6;airborne aircraft;
6;atmospheric state;
6;brain states;
6;classify mental states;
6;cognitive states;
6;continuous state;
6;distance;
6;echo state network;
6;echo state networks;
6;hard constraints;
6;inequality constraints;
6;maximum;
6;maximum distance minimization;
6;observer perceives;
6;perceived states;
6;simple test-case scenario;
6;soft constraints;
6;sparseness constraint;
6;state;echo state networks
6;state constraints;
6;states;perceived states
7;cbir;
7;data reduction;
7;dataset;
7;dataset feature reduction;
7;describe;
7;dimensionality reduction;
7;eeg dataset reduction;
7;feature reduction;
7;feature reduction method;
7;feature vector reduction;
7;in-depth theoretical analyses;
7;mnist dataset;
7;overfitting reduction;
7;performing dimensionality reduction;
7;real-world datasets;
8;approximation;
8;approximation method;
8;fast;
8;fast approximation;
8;fast approximation method;
8;input pattern transformations;
8;learning sensorimotor transformations;
8;non-decimated transform;
8;numerical solving;
8;pattern transformations;
8;sensorimotor transformation;
8;standard deviation;
8;standard wavelet transform;
8;transform coefficients;
8;transformation approximation;
8;wavelet transform;
9;best performances;
9;better;
9;better generalization performance;
9;classification performance;
9;deep denoising autoencoder;
9;denoise colour images;
9;denoising autoencoders;
9;denoising performance;
9;empirically evaluate;
9;evaluate performance;
9;evaluation reveals;
9;good performance;
9;human performance;
9;model performance;
9;perform accurate calculation;
9;perform image denoising;
9;satisfactory performance;
9;severe bottleneck;
9;superior performance;
10;agent;
10;applied component analysis;
10;apply agent model;
10;apply gfl;
10;applying;
10;applying ensemble averaging;
10;behaving agent;
10;close relation;
10;ensemble averaging;
10;robotic agent;
11;hidden layer;
11;hidden layers;
11;hidden markov model;
11;hidden units;
11;layer dimensions adjustment;
11;multiple layers;
11;multiple timescale layer;
11;multiple timescale layers;
11;pan-tilt unit;
11;produce multiple phenotypes;
11;produce verbal utterances;
11;shape;
11;sigmoidal units;
11;smooth pursuits;
11;timescale;multiple timescale layers
11;units playing;
12;exploration parameters;
12;exploration prone;
12;explore;
12;exploring;
12;extended kalman filter;
12;free parameters;
12;intermediate stages;
12;organizational exploration;
12;parameter space;
12;parameter-based exploration;
12;parameters;free parameters
12;randomly initialized parameters;
12;short range;
13; technique;
13;complex traffic scenes;
13;efficient buffering technique;
13;fails;
13;feature extraction techniques;
13;feature learning techniques;
13;least-square technique;
13;measure-correlate-predict technique;
13;original technique;
13;pca;
13;svm;
13;techniques;feature learning techniques
13;traditional one-class svm;
13;traditional pca;
13;traditional techniques;
14;accuracy comparing;
14;combine;
14;combining accelerometer;
14;comparing;accuracy comparing
14;computation;
14;computational capabilities;
14;computationally equivalent;
14;computed bases reproduce;
14;computed combining;
14;computer algorithms;
14;computer networks;
14;computing prediction intervals;
14;cortical computing principles;
14;dendritic computations;
14;halanay inequality lemma;
14;hessian;
14;investigating dendritic computations;
14;neural computations;
14;reducing computational requirements;
14;spinnaker computing system;
14;super-turing computational power;
15;bow representation;
15;bow representation suffers;
15;deeper understanding;
15;diffeerent protocol;
15;embodied language understanding;
15;image representation;
15;language;embodied language understanding
15;nondeterministic genotype;
15;nondeterministic representation;
15;representation;nondeterministic representation
15;representation theorem;
15;sparse representation;
15;superimposed distributed representations;
15;understanding;embodied language understanding
16;architecture;
16;autonomous acquisition;
16;autonomous mobile robot;
16;autonomous mobile robotics;
16;evoluationary robotics;
16;exemplary robotic architecture;
16;human-like natural walking;
16;mobile robots;
16;neural-dynamic architecture;
16;random walks;
16;rigid robot motion;
16;robot manipulators;
16;robotic sensors;
16;shallow architectures;
16;simple application demonstration;
16;simulated e-puck robot;
16;suspected anomalies;
16;walking biped robot;
16;walking robot;
17;automatic design;
17;beer game;
17;beer game task;
17;challenging task;
17;classification task;
17;closed-loop robotic tasks;
17;clustering task;
17;complex tasks;
17;design;automatic design
17;gesture recognition task;
17;manual design;
17;reservoir;
17;reservoir benchmark tasks;
17;spatially extended reservoir;
17;t-maze memory task;
17;task allocation;
17;task categorization;
17;task consolidation;
17;task decomposition;
17;task labels;
17;typical task;
18;activation propagation;
18;active channels;
18;active dendrites;
18;active learning;
18;active neurons;
18;activity recognition;
18;human activity recognition;
18;local contour sequence;
18;neuronal activities;
18;obtaining;
18;proximal activation;
18;stable propagation;
18;synaptic activation sequences;
18;synaptic drive;
18;video sequences;
18;vs. synaptic drive;
19;alignment errors;
19;boltzmann machines;
19;called boltzmann machines;
19;called osa;
19;deep;
19;deep boltzmann machine;
19;deep boltzmann machines;
19;encouraging error rate;
19;error convergence;
19;interactive turing machines;
19;prediction errors;
19;restricted boltzmann machine;
19;root-mean-square error;
19;standard error backpropagation;
19;turing barrier;
20;adaptive online algorithm;
20;bci domain;
20;bci online;
20;bci system;
20;calibration;
20;equilibrium-action cycle;
20;experiments underline;
20;extensive experiments;
20;online bci;
20;online classi;
20;online experiment;
20;online unsupervised calibration;
20;pilot experiments;
20;simulation experiments;
20;unsupervised online calibration;
21;arbitrary choice;
21;classification problems;
21;convergence problems;
21;critical problem;
21;difficult real-world problems;
21;exponential;
21;exponential kernel;
21;exponential synchronization;
21;ill-posed regression problems;
21;long-term reference problem;
21;major ob- stacle;
21;major problem;
21;major problems;
21;nonlinear programming problem;
21;optimization problem;
21;problem;optimal control problem
21;problems;optimal control problems
21;proposed learning problem;
21;regression problem;
21;regression problems;
21;slow convergence;
21;time-series forecasting problems;
21;wavelet linear regression;
22;asymmetric reward distributions;
